,username,name,tweet
4522,the_indian_dr,The Indian Doctor 🇮🇳,#neetpg2022  #NEETPGDEFERMENT  Biggest joke Mr union health minister. @mansukhmandviya  When u don't even listen to doctors and their problems how can u provide quality medical education and health services. We were exploited during covid times and now not helping us now.  https://t.co/rhYIthLoMz
4523,claytonburnsphd,Clayton Burns,"@AdrianaBarton Wonder if any cognitive experimental science on preadaptation to cognitive effects of long-COVID? Timid, bureaucratic, and miscellaneous programs in education will set people up for cognitive disarray. Funding agencies are treadmills. They do not commission such research."
4524,jdvela_,karaya,"Fast forward to today; we are still trying to figure out this new COVID reality, we are actively being forced in deep poverty, voting rights are in danger, our education system is still being picked apart, abortion rights who? There’s no housing security anywhere."
4525,katusiimecarol5,Katusiime Caroline,The Minister of Education and Sports @JanetMuseveni has said that children will not be forced to get a COVID-19 jab.  https://t.co/eqaCNfEi5K
4526,carpetmonkee,Gary B 🇬🇧,"@r7garry @MCab78 @TheLTDA @TfLTPH Absolutely, but perhaps some kind of post-kol education about how to manage your finances, ie: pensions, investment, savings etc. I get the feeling many drivers have lived on the edge of their means and Covid unfortunately showed that it's not wise to do that."
4527,amkhorsh,Ahmed Khorsheed,@AcademicChatter I got back to education in 2016 after I received a 3-year PhD scholarship. Everything worked fine to me until I no longer had a financial coverup and I had to fight this during Covid 19 total lockdown.
4528,gxantheas,George Xantheas,"Meanwhile Catholic schools across America stayed open despite public school and Universities closing, and with a very satisfactory outcome for education and Covid health."
4529,transformingesf,Transforming Education for Sustainable Futures,"New @TransformingESF study from @t_rwibasira &amp; Dan Imaniriho  ""Remote learning among vulnerable families during COVID-19 in Rwanda""   https://t.co/6aDdnaOzLW"
4530,charlesgrahamnc,Charles Graham,"Reading some education data today, and I’m disheartened to see big gaps in math and reading proficiency for the American Indian community in North Carolina. COVID hurt our students in rural areas. Our federal government can do much more to help them catch up and recover."
4531,skizseulz,eia 🎀🌾,"please enlighten me po how a sole provincial windmill project approved in the 90s can address our education crisis, war against drugs, food crisis, covid response, and other national problems #halalanspace"
4532,steveforschools,Steve Bergstrom,Wonderful opportunity to meet w/ concerned parents in D8! TY!  Parents are concerned w/ the constant upheaval and chaos. The disruptions. This isn’t a covid problem…it’s a leadership problem  Wake needs leaders that put education &amp; families 1st #wcpss #ncpol #wake #ncga #nced  https://t.co/MNFEYtyF0F
4533,jsquokkas,ًandra,can we talk about covid response instead.. or education bakit puro windmills #halalanspace
4534,pcmc1,Parents' Coalition,Affidavit:  BOE President Wolff Swears COVID-19 Operations Advisory Team is NOT part of Board of Education Strategic Plan  https://t.co/3bnIMwItum
4535,stewberto,Stewart Attridge,Great to see a team acknowledging the reasons why they keep providing care; despite some awful experiences during COVID. Thanks to Nicola for organising -  education supporting well-being  #peopleandculture @Gidmaro1 @BevanCo
4536,anilrao26451370,Anil Rao,"There is widespread agreement among educators, parents, and other caregivers focused on the needs of K-12 learners that COVID-19-related disruptions had a serious impact on their education.  https://t.co/b9aBt5fkjd"
4537,kristiandavid,kristianDavid,"@fordnation ...instead of funding healthcare, education, covid protections, autism supports, etc etc etc"
4538,ngc346c8,ngc346c8,"According to one recent meta-analysis, 43 % of #COVID19 survivors experienced symptoms of what’s known as long COVID, signalling a coming nightmare for public health, the economy and education. Vous pouvez l'expliquer 100 fois à Pierre, Paul et Jacques, ils ne le comprennent pas."
4539,maheshvarikunta,Mahesh Varikunta,"@arunmonditoka @we4YsJagan @KTRTRS Quite opposite in Telangana. Costly hospitals (people even paid around 30-40 lakhs during covid), costly education (even a nursery kid has to pay 4-5 lakhs) 😂"
4540,christian_taibi,Christian Taibi,"@DaddyAakona @NathanielLesho1 @KalobGossett If it's not racism, it's education, if it's not education, it's abortion, if it's not abortion it's COVID. So easy to distract everyone when they can't think for themselves"
4541,danvosnos,Dan Vosnos,"Educational leadership failed our children before Covid, during Covid, &amp; con’t to fail them at present time  We had a front row seat to the chaos caused by the likes of @rweingarten, &amp; thus we are advocating &amp; mobilizing across the country for choice in our children’s education"
4542,einsteinserves,Dr. Einstein • may 9+ • late replies 💚,"PASALO !!! rush~  grade/year: 11  strand: stem subject: english for academic and professional services topic: digital technology in education amidst covid 19 type of commission: article review deadline: tomorrow, 12pm  pls reply so the client can choose. tysm! &lt;33"
4543,anniekidder,Annie Kidder,Only 39% of Ontario’s 5- to 11-year-olds are fully vaccinated against COVID-19. People for Education recommends adding COVID-19 to list of mandatory vaccines in the designated diseases in the Immunization of School Pupils Act. @OPSBA   https://t.co/ZRQTBozFl5
4544,peoplefored,People for Education,Only 39% of Ontario’s 5- to 11-year-olds are fully vaccinated against COVID-19. People for Education recommends adding COVID-19 to list of mandatory vaccines in the designated diseases in the Immunization of School Pupils Act. @OPSBA  https://t.co/BMrB9voQbz
4546,nanamarganne,Marg Anne,"@fordnation That's because only you @fordnation and the contractor want to build it.  Ontario residents have other priorities for spending; i.e. education, health care, LTC facilities Covid testing."
4547,saikira74796988,SAIKIRAN,#neetpg2022  #NEETPGDEFERMENT  Biggest joke Mr union health minister. @mansukhmandviya  When u don't even listen to doctors and their problems how can u provide quality medical education and health services. We were exploited during covid times and now not helping us now. Wah 🙏  https://t.co/aE1yH2EIn1
4548,ohitswaters,Sgt. Waters,@KRS719 @uncledee114 Kay is a political miracle for Alabama. Former pro education Democrat that's finally fixing education problems and getting teachers better pay. Pro vax and handled covid halfway decent. That's about as good as it'll ever get around here.
4549,dallyd31,DallyD,"@Steve_223 @MikeCousineau5 @buck2miller @338Canada Well,I can't agree with that one.  COVID has been middling, he's spent most of his time hiding, messed up autism file, LTC, heath care, education, hasn't had a single win on a file. Billions in cancelled contracts. Tripled Wynnes deficit despite nearly all COVID $ fron Feds."
4550,globaleducation,Global Campaign for Education,"#COVID, conflict and climate change are threatening our🌍 The time to invest in education to build the future we want is now. Join the 2nd annual @GPforEducation youth-led Futures Livestream on May 13! #YouthTransformingEducation REGISTER TODAY 👉 https://t.co/wIUikJ1DYc  https://t.co/jxaLOnnOTW"
4551,yannotyam,Yannotyam,"@DrNeilStone @jeremyfaust It *almost* makes me wonder if Covid vaccination might help guard against severe outcomes in kids, or something.🤔 /s  Here’s a thought: we should @ImmunizeUnder5s, increase access and education on Covid vaccines to parents, see if we decrease rates of liver transplants in kids."
4553,jmwolfinbarger,Mike Wolfinbarger,@GaddieWindage Buying the smoker with education covid funds?
4554,9wicejeongie,JEONGYEON SAVED MY LIFE,"Late to the party coz timezones lol.  The elections this coming May 9 are the most consequential elections in our lifetimes. Our country is facing so many issues: COVID-19, economic recovery, wealth inequality, climate change, an education crisis, a healthcare crisis, [1/n]"
4556,seralatebogo,Nakedi Serala,I'd love to participate as a speaker on this from a teachers point of view whose just entered the profession with my point being based on the acceleration of ICT based tools of confronting the nature of education post Covid
4557,aeieducation,AEI Education,"In short, state and district leaders would do well to consider the progress Tennessee is making to combat COVID-19 learning loss while responsibly using the money it has been given. 6/6 #CERN  https://t.co/t2SwliTbYl"
4558,j_pagsy,JPagsy,@ColinDMello They clearly are and are allowed to manage the education portfolio of our children in the public school system.  I don’t believe Ford has control of his cabinet (see past examples re restrictions and closing playgrounds during COVID) and wants to be liked by everyone.
4559,prairielive,✡️ ♀️#Democracy 🚫MuskTakeover #Stand4Ukraine 🇺🇦,"GQP/Taliban Not Much Difference  GQP Weaponized Afghanistan, immigration, Covid, Voting, CRT, books, Education, 'Don't Say Gay,' peaceful protests, abortion, what's next... all for the 2022 mid-terms. #OURFREEDOMS are on the ballot in 2022."
4560,educationcol,theEducationCollective,DfE: Official Statistics: Attendance in education and early years settings during the coronavirus (COVID-19) pand  https://t.co/XbieLn85Hp
4561,collettfdn,COLLETT Gmek Ausbildner,"Post #Covid-19, World Bank MD, Mari Pangestu says now is the time for governments &amp; the appropriate institutions to #InvestInPeople — especially through #education.  Credit: Instagram | @worldbank   Collett... Give Me Knowledge!  Watermelon Abuja Brekete #MetGala Jollof Napoli  https://t.co/t2nNk419Uk"
4562,edutransformat,EduTransforma-T,"“The definition of Education is widening, digital technologies and COVID have evidenced the need to question how we educate and understand schools”.  @infouex @Prudenge @desiree_ayuso @M4rk2106  https://t.co/Jhccjsi39S"
4563,group_kq,KQ education group,Kyrie Irving says he thought Nets might trade or release him during absence over COVID vaccine  https://t.co/RhRjtsWErO
4564,connorvansumer2,Connor VanSumeren,@atmnevada @Kobes_Heli @nanknight12 @HawleyMO Not just that but covid caused a shortage in oil refineries causing this to happen. A part of it is also Biden’s fault to. He should be taking the steps to get away from the 10% oil cut. Both Trump and Biden don’t belong in office. We need someone younger with a strong education
4565,wisewmn,𝕾𝖆𝖑𝕶𝖍𝖆𝖓,"@ColinDMello @fordnation is using #covid funds, given by the federal government for #Ontarians - if in doubt, ask him about missing billions. Ford's government is finishing the job #MikeHarris started; they have destroyed #education, #health, #LTC, #environment, and the list is long. #onpoli"
4566,dindpodcast,Democracy in Danger,Out now! Education is the bedrock of democracy - and ground zero for it's undoing. Join Will &amp; Siva and scholar @nataliapetrzela as they discuss the political turmoil rocking our schools from covid to parent choice to CRT.   https://t.co/0IiW052OxF
4567,shipsands,Tyler the toady,"@YoniFreedhoff At this point I would even be content with a public education campaign (what PH knows best) on how COVID really spreads, and its actual sequential risks. We wont get it but I can dream."
4568,healthedproject,Healthcare Education Project,Most parents will wait on young kid #COVID shot  #VaccinesSaveLives #GetVaccinated #WearAMask   https://t.co/dmb8KzTNls
4569,ie_today,Independent Education Today,"Dramatic rise in search for #TeachingTrainingCourses since Covid-19, finds research by @TheAccessGroup – overall recruitment of teacher trainees is up 6% on national target for secondaries and 30% for primaries   https://t.co/EiABkrtBgY"
4570,waruhiufranklin,FRANKLIN 🇰🇪,@youngafricawks Ed Tech can improve access of education to young people displaced from their homes. During Covid 19 period students were able to study through Ed Tech programs. This means Ed Tech is the solution.
4571,exiledhockeyfan,Forcibly Boosted,"@JaneDueker Abortion is murder, so I don’t have a problem with restrictive laws.  Also, my view is not because of my religion, but because of my education.   Also, it’s about time the democrats got back to “my body my choice”, now that the COVID hysteria is winding down."
4572,hank_woon,Hank Woon,"Nazi Israelis dabble in forbidden, dark arts. Higher education is mind-control. Liberals are devil-worshiping pedophiles. The Moon Landing was fake. The Earth is flat. Evolution isn't real. Climate change &amp; COVID are conspiracies by scientists. Sensing a pattern here..."
4573,opportuncity,Rahul Mehta,"The harm to Ontarians of all stripes has been alarming under this government. The damage to our healthcare and education systems, long-term care, environment and climate response, housing affordability and the worsening disaster that is our COVID-response...we have alternatives!"
4574,gregdale81,greg,@megancoyne23 @GovMurphy @KatyTurNBC Yet they can try to force LGBT agenda in our education system! You cannot have it both ways! And those who preach my body my choice where were you throughout covid vaccine mandates?
4575,lauradiiorio1,Laura Dee,"@AlexFrew16 @TelepresenceLen @TheTexasCane @DeLoach_NC Where did you get your numbers? 🤔 And abortion is your own business, again, covid you can spread it and kill others, get them long term secondary effects. And most abortions are embryos, not human beings. And it’s a mothers choice. Heavy choice to live with. Focus on education!"
4576,douniamahlouly,Dounia Mahlouly,"It is so sad that so many higher education institutions are still expecting us to apply online asynchronous teaching after COVID as part of a logic of cost-effectiveness and decided to frame it as a commitment to 'inclusion'. To me, there is nothing inclusive about it"
4577,reevofiat,uno,“Bakit si Kiko?”  education | government experience | 79 laws authored | covid responses  https://t.co/ap9QZPaVsH
4578,katewiz1,Kate Wisniewski,"Education cannot continue to be a zero-sum game.  We need to be open to the myriad ways in which we can support BOTH traditional and non traditional school options, especially in the wake of covid learning loss. Supporting students and families should not be described as radical."
4579,johnsan46589986,John Santos,"The left finally has something to run on because they cannot run on the inflation, immigration, Covid mishandling, foreign policies, and education. Getting desperate."
4580,kzkslice,Eye-Patched Captain Without a Ship,@elanimal777 @AlanYou08042918 @JRojekSmith @ash55fm @maxwell86a @JFlowerzzz Bc it takes a special kind of education to understand why pfizer made that recc’n about the covid vaccine (just like a bunch of other safe vaccines come with the same asterisk regarding preg’t women) instead of just jumping to mass hysteria
4581,schoolduggery,Rachel Gooch,"Schools should prioritise UK curriculum with Ukrainian children while signposting to Ukrainian education materials and making use of @OakNational auto-translated lessons. You can lend those covid laptops to Ukrainian kids, but don't expect any more help.  https://t.co/iB2gqvfVyh"
4582,shngbrl__,gabriel 🌹🌾,LINKS:   OVP COVID-19 Response Operations -  https://t.co/843uraTQrc -  https://t.co/RFdRJtsbdd -  https://t.co/D5DZiA1xeo   AB Universal Healthcare -  https://t.co/59AiqCt9UO   AB Food Security and Nutrition -  https://t.co/xWOy02NYaU   AB Public Education -  https://t.co/2s2PiQWLVk
4583,edudiscoursebot,education discourse bot,this week in Schools Week: are classroom displays bad for COVID catch-up?
4584,jo_l_px,Jo.L,"@fajitas75_13 @marylinechabo @faureolivier @partisocialiste Le néo libéralisme français aka 59% de depenses publiques, 5 millions de fonctionnaires, santé et éducation prises en charge, 20 milliards de dépenses pour le covid. Augmenter le pouvoir d’achat, c’est déjà donner un emploi à tout le monde et aider les travailleurs peu payés."
4585,deafcovidhe,deafCovidHE,Are there any published Disability Studies articles which focus on the impact of Covid on accessibility for disabled/deaf students? We are looking at higher education in particular but any other areas would be useful too.Curious to see if any academic publications have been done.
4586,stokieinforres,Matthew Powell,"@michaelmayesy @murdo_fraser @BBCNewsnight @GrahamSMSP Did you ask about the Smelter? Our care homes being sent Covid Positive patients knowingly, the state of our Policing, Education, Health system, alcohol and drug usage, state of roads and the unwillingness of many businesses investing here as they are fed up of the Neverendum?"
4587,favorite_plug,Favourite_Pluq🔌,"Almost getting to a year now. Studied a course of 5 years, and up studying it for 6 years plus, because of COVID and ASUU strike No NYSC, no Result to further my education, now NASU AND ASUU are on strike. I am tired of this country.👇"
4588,maxeden99,Max Eden,.@VictorJEvans of @TennesseeCAN explains TN's approach to spending COVID-19 education relief funds and how it can be a model to other states in a new report for our Sketching a New Conservative Education Agenda series. #NewEdAgenda   https://t.co/o5TzYDbnsX
4589,sudeducparis,Sud éducation Paris,"Derrière le triomphalisme de Blanquer sur les écoles ouvertes pendant la crise covid pour le bien des enfants, n’oublions pas les milliers de mineur•es non accompagné•es livré•es à la rue, aux prédateurs sexuels et à la violence des flics missionnés pour les invisibiliser.  https://t.co/KtGzEf8W2l"
4590,sangabrielmps1,LUPPO San Gabriel MPS,"May 4, 2022 Distribution of information education materials re COVID 19, crime prevention tips, Anti-Terrorism, Anti-Theft/Robbery Tips, Anti-Illegal Drugs, and dos and don'ts in relation to the upcoming NLE 2022 at FACOMA Terminal of this municipality  https://t.co/x5jNg6IUO5"
4591,educsci_mdpi,Education Sciences,#EducationSciencesMDPI open access article: “Effects of First-Time Experiences and Self-Regulation on College Students’ Online Learning Motivation: Based on a National Survey during COVID-19”.  Full #openaccess article:  https://t.co/WRAOerAm2r  #Education #MDPI #EducationSciences
4592,loganlevkoff,Dr. Logan Levkoff,"OMFG, folks.  1) Covid vaccines don't cause HIV. 2) The name of the virus is HIV. You don't contract AIDS. 3) Johnson would know how HIV is contracted if he had medically accurate sex education.  #reallifesexed   https://t.co/HTucmnHExp"
4593,asamnews,AsAmNews,Percentage of U.S. blaming Asians for COVID increases Most Americans agree racism against Asian Americans needs to be addressed and most see education as a key solution.   https://t.co/tWfVeHO0sC
4594,annaedney,Anna Edney,More education is needed in communities &amp; of pediatricians but who will do that? Doctors at pediatric long Covid clinics are already stretched so thin
4596,covidvxproject,COVID-19 Vaccine Education and Equity Project,Protect what's most precious this #MothersDay and beyond. This week's #COVIDVxAnswers is a reminder to all moms that receiving #COVID19 #vaccines during pregnancy is a safe and effective way to protect you and your baby. Click here to learn more:  https://t.co/WwWUWpEP6J.  https://t.co/c1J2BdLSaa
4598,briansiano,Brian Siano,"So, if preschool children get long COVID, they'll age into twentysomething, and hat's how we'll save on education?"
4599,eduadel1,"School of Education, The University of Adelaide","Register today for our next research seminar 25 May 2022 4pm (Adelaide, Australia) 'A Decade of Wellbeing Education: Implications for Schools During the Disruption and Recovery from COVID-19'   https://t.co/LGp8v7BPIb  https://t.co/DP33Kd96SB"
4600,mryorkshiretea,Richard,"@LondonComment @meo64 @KarlTurnerMP @GordonBrown Ok fair enough but you did say to retain jobs originally. I’m not going to bash Tories on Covid too much as it was a difficult situation but I can bash them on underfunding education, lack of doctors and refusing to help the less fortunate in these tough times."
4603,tammyrendle,Tammy Rendle,"@thetimes 45% of all A levels were A* A because proper exams weren’t taken lol 15-20% wouldn’t of got in to a top uni  Young people leave in over 60k debt really education has become a business driven by greed and watered down. 2019 maths, looks Covid policy’s made loads good at maths 🙄😂  https://t.co/HVqiGiYj82"
4604,gpforeducation,Global Partnership for Education,"#COVID, conflict and climate change are threatening our🌍 The time to invest in education to build the future we want is now. Join the 2nd annual GPE youth-led Futures Livestream on May 13! #YouthTransformingEducation REGISTER TODAY 👉 https://t.co/iwxQlYJgFi  https://t.co/i42443imTs"
4605,larryodean,Larry O. Dean,Illinois state board of education chair reflects on COVID ⁦@chalkbeatCHI⁩   https://t.co/dFTrpIx7R4
4606,ypeerap,YPEERAP,"Call for Consultant "" To develop a Standard Toolkit linking Post-Covid and Online Peer Education"" More details. Deadline to Apply : 15 May 2022 || 20:00 Hrs || Link:  https://t.co/BagWglovHq ,  https://t.co/JTzrtbRN75  #YPEERAP #PEEREducation #PEEReducationSRHR #4youthconsortium  https://t.co/JlQqd1QvgL"
4607,shikuhnjuguna,Shikuh,"Baba's rallying call is Kazi Kwa Wote’,. More employment in education and health services as the country recovers from effects of COVID-19.  #RaoNiWetu  https://t.co/mA4163egqY"
4608,icbm_mm3,David Blasingame,@JohnCornyn Especially after COVID.  Lots of catching up to do and trying to motivate children that education is really important.
4610,seced_education,SecEd,"How does #LongCovid affect children &amp; young people in the classroom &amp; what can schools &amp; teaching staff do to help them? In the second of two articles on the impact of Long Covid on the young, @suepeters21 @LongCovidKids offers practical tips &amp; advice:  https://t.co/SdSlwRnq91"
4611,olukakeneth,Keneth Oluka,"Teenage pregnancies id dominant among the rural and Urban areas or Uganda in the COVID-19 period.. This is because of poverty arising from the those in the rural areas and being idle.. This can be reduced by advocating for sexual education, girl child education #RHUIntern22  https://t.co/4TlWUgc1kO"
4612,1chrishartley,Chris Lewis-Hartley,@LucyTurnbull_AO @drkerrynphelps Echoing other comments we have a young child whose ongoing vulnerability to covid has had a massive impact on his/our lives. The dropping of any measures to reduce transmission has precluded ours and other children with underlying health conditions accessing early education etc.
4614,snanc1992,SNANC,"#SchoolNurses have a critical role in ensuring that schools effectively address issues related to the health and well-being of children, including impacts of Covid-19 on youth. We are bridging healthcare and education. #SND2022 @schoolnurses  https://t.co/EIbrSc2dG2"
4616,gansach23,Gail Sacharski,How is COVID-19 Deepening the Education Crisis for Children in Poverty?  https://t.co/2czD3KAs6g #globalcitizen
4617,bees_oz,JaguarBeesOz- No🚫🦏💉💉💉✳️✳️✳️,@YouAreLobbyLud Not at all. Can’t believe we are still waiting to get ventilation &amp; filtration upgraded - everywhere &amp; covid transmission education is beyond urgent. Particularly in schools.
4618,whitelady1113,Kendall Smith,"@ThelemaStain @Zenon71647295 Ce n est pas un problème d éducation. Ma sœur qui sort de Henri IV est pro vaxx covid. C'est un problème d éducation de la volonté et des facultés morales, qu on obtient que par un entraînement poussé à ces facultés."
4620,whoistprodigy,WhoisProdigy,"@Pelenko69 @Swachdx @KittikatGuild @sadwestgoatfan @Kamden2003 @wydccalamity @kennybeats Yes, the entity that also funds the education of you and future generations to come. The entity that helps people in ghettos by providing them with Food Stamps. The same entity that gave loans to small businesses so they can keep themselves off debt during Covid. It sucks but 1/2"
4621,auscanze,Auscanz Overseas Education Pvt. Ltd.,"Attention dear students! Since COVID has brought delay in conducting exams, for this year only IRCC shall accept predicted scores and incomplete transcripts for all unconditional LOAs so that students can apply for admissions as soon as possible. #Canadaupdates #canadainindia  https://t.co/ommtYWc6uS"
4622,rubymournie,H44🇺🇦#RejoinEU🇺🇦,Exams officer in school contacted me about covid safety. I'm horrified that there are no mitigations put in place by Dept of Education. Schools doing what they can but there are up to 150 pupils in the exam hall at one time without testing and masking.   @MMcIlveenDUP  #Anyplan?
4623,chicentreffsf,ChiCentreFairyTales,"Research papers invited on shift in literature post-Covid: The papers need to focus on themes of South Asian speculative fiction, reporting through graphic novels, new modes of cinema and visual media, AI, ‘bhasha’ and literature, and online education.  https://t.co/hQWbbWOqY6"
4624,qisvatweets,@QISVATweets,Student voice must be included at every level of education policymaking to ensure that all students’ needs are being served during and after COVID-19 and that every student has access to a quality education.  https://t.co/letRW3lcvX @amprog #StudentVoice #SchoolVoice #TeacherVoice
4625,kohler_kari,Kari Kohler,"@GovPritzker Thanks for supporting education! Thanks for pushing for COVID days for vaccinated educators.  Now, we need to revise our state testing system. We tested for 21 days this year in 5th. 21 days! MAP, district benchmarks, IAR &amp; ISA. The state tests are NOT informing my instruction."
4626,alyssaathome,Alyssa,"#LyingGOP They got what they wanted &amp; like everything else they do; gutting education, gutting voting rights, gutting LGBTQ rights, refusing ACA funds, undermining COVID safety measures.... it's their own red state ppl who will suffer. And they still vote for 'em. Every time."
4627,joshfwd,Josh Russell votes for change,"The prices crisis isn’t new  On top of brexit, corruption, and covid  👉 Average wages down  👉 Minimum wages shrunk  👉 Personal savings interest gone  👉 Competition for jobs  👉 We pay for education now  👉 Benefits harder to access  👉 Rent has risen  Being poor is expensive"
4628,mavtchl,Mav,"@JoshFrydenberg so less money for public health,  education and reasonable responses to events like covid, fire and floods... whilst the rich get richer?  Or is your government just incompetent? #auspol"
4630,zoekennedy,Zoe Kennedy,"I always felt sex education in my school was poor, as they never taught me that pregnancy was as catchy as covid."
4632,standardkenya,The Standard Digital,"The Higher Education Loans Board (HELB) has announced an extension of the 100 per cent Covid-19 penalty waiver by another 60 days to June 30, 2022.   https://t.co/bh1UYlIhFi"
4633,cpa_trendlines,Rick Telberg,"The TaxProf:   A Tenured Professor Who Says He Contracted Long Covid In The Classroom Blames His R1 University, Laterals To New School: Chronicle of Higher Education: This Is Life-Changing’: What It’s Like to be an…  https://t.co/wPdxp8N8HM @SoCalTaxProf #Tax #Policy #Law"
4634,qisatweets,Quaglia Institute,Student voice must be included at every level of education policymaking to ensure that all students’ needs are being served during and after COVID-19 and that every student has access to a quality education.  https://t.co/kBmbwZm2Du @amprog #StudentVoice #SchoolVoice #TeacherVoice
4635,tocrno,Tobias,"In early 2020, just before COVID hit, I began a research project to unearth the reasons poor mental health was being left untreated, along with the surrounding fallout in peoples work lives, relationships and education."
4636,enantiomorph,COVID IS NOT OVER,"@chrishofley @SadTomato17 Oh, there was totally a purpose--several, actually:   -undermining democracy &amp; the rule of law in general -distracting the public while @fordnation finishes privatizing public healthcare &amp; education &amp; cooking his books to hide/ justify his misuse of Covid Relief funding"
4638,tanndde,Tande,"Get back to normal... or else, NHS and unis told: Sajid Javid 'will name and shame hospitals still enforcing Covid visitor limits' - as education minister says universities face fines if they don't do more face-to-face lectures  https://t.co/YMZwgQcvYE  https://t.co/rTQXM9Vxjt"
4639,andyohara52,andrew ohara,The Gov put more money into education to allow schools too make up for the covid period. Lesson at home. Smack in the mouth for trying anyway parents.
4640,backinyerpram,Missy nobody you know🦕,"@WaddKate @theSNP SNP have been running (ruining) Scotland for 15 years. They’ve skimmed &amp; misappropriated billions, they’ve yanked education - clever people don’t vote SNP. I bet you’ve had your Boris Covid vaccines!  Get a grip."
4641,tempestedu,Tempest Resourcing - Education,"Complaints over Covid disruption rose in 2021, student watchdog says:  https://t.co/sJqY5JsUVk #education"
4642,kidshandwash,Pippa HandWash,Early years leaders have warned that a series of reports by the Department for Education on the impact of Covid-19 on the sector reveal a “perfect storm” of challenges facing providers.   https://t.co/jYYrvFc6gE
4643,napce1,NAPCE,"#InTheNews - ""Covid in schools: Wales school face mask rules set to end"" from @BBCNews  https://t.co/KW8u8VXF0x  #NAPCE #PastoralCare #Education #Schools #ChildWelfare #StudentWelfare #Teaching #Teacher #mentalhealth  https://t.co/wCOB3VKD9S"
4644,longcovidkids,Long Covid Kids HQ #LongCovidKids #ProtectAllKids,• Schools/education professionals  https://t.co/ytOphbzeGi Find information &amp; signposting  @covid_teachers @paysupplystaff  @NASUWT @cyclingkev @NEUnion @NEUSouthWest  @nadhimzahawi @educationgovuk @bbceducation @HeadsRoundtable @WorksopHead  #LongCovidKids  #LongCovid  https://t.co/xfdLyF6Tbg
4645,vvobvzw,VVOB - education for development,"COVID-19 restrictions have taken a toll on learners' mental health and learning outcomes in Uganda's refugee host communities.  As part of @LEGOfoundation's Playful Learning in Crisis Settings project, we help overage-for-grade learners catch up:  https://t.co/bdnPcwfQLz  https://t.co/PqzNGzZKHp"
4646,monty_mc,Monty McMonagle,"@oldfarmhorace @legrandcourtil @KARP1 @pierregsy What’s your assessment based on? Highest tax for decades, devaluing £ v $, treaty reneging, cost of living crisis, Brexit impact on business &amp; food inflation, fall in life expectancy, failing NHS, underfunding state education, seeding care homes with Covid, lying to parliament…."
4647,news_kenya,Breaking News,"HELB extends penalty waiver to June: NAIROBI, Kenya May 4 – The Higher Education Loans Board (HELB) has announced an extension of the Covid-19 100 penalty waiver to June 30, 2022. The waiver - Kenya..  https://t.co/XvlfDl3DUb"
4648,qewperp,The Planet is still on Fire. Covid is chronic.,"@DanielAndrewsMP I hate this.  Actions are loud.   Work on clear air policy, public health education on covid, and masks.  Address colluding with Dom Perrottet to deliberately lie to the public re: inoperational QR codes, to create a sense of false security."
4650,simpaticopr,Simpatico PR,"University student complaints over covid disruption rose in 2021, student watchdog reveals @guardian   https://t.co/gFm9zbpUKJ #education"
4651,educationtimes,Education Times,Covid infected students to get CBSE board results based on Term 1 performance   https://t.co/a3ZFY5GMFw @cbseindia29 @astha_87  https://t.co/wrZTTu97KA
4653,dpecf_2022,Democratic Public Education Caucus of Florida,COVID turns more Brevard families to homeschooling over public school  https://t.co/2OXYeqx0Re
4655,gordoncraig11,Gordon Craig: 🇺🇦,"Highest tax rises for decades, scrapping triple lock, cost of living crises, Brexit food inflation, fall in life expectancy, failing our NHS, underfunding state education, seeding our care homes with Covid.Tories bring misery but it’s ok they made loads from dodgy PPE contracts"
4656,covidcommssa,COVIDCommsSA,"""Go bulaya this thing a gore vaccine ya bolaya."" - Itumeleng  #CovidDiary #VaccineDiaries #Vaccinate   @righttocaresa  @SolidarityRSA  @Bhekisisa_MG  @CCFront  @SECTION27news  @equal_education  @miamalan  @mswendyt   @GCISMedia  @SpotlightNSP  https://t.co/JMpcm4yR83"
4657,dannyhassell,Danny Hassell,"Last school visit as a councillor.  Wonderful to be back at @ManorfieldPri to see all their great education and community work in action, building back after Covid. A great local school, ambitious for it’s children.  https://t.co/YzXqDSVvrq"
4658,stigmabasen,Stigmabase | NORDIC,"Illinois state board of education chair reflects on COVID - Chalkbeat Chicago: After serving as the Illinois state board of education's chair since 2019, Darren Reisberg will leave to become the 11th president of Hartwick ...  https://t.co/LMggQTN6EI"
4659,mikeandersonsr,Mike Anderson,The Covid hoax in America was successful partly because of the poor education most post 1990 Americans received.  The 3 R’s were replaced with SJW.
4660,lydia49891654,Lydia,The 4th Teacher Education Symposium is taking place at Silver Springs Hotel Bugolobi .Theme: Coping with Covid 19 and it’s impact on the education sector. will be launched later today.
4661,nobodyimpawtant,Jenny Gump,"Covid-19 &amp; Schools | People's Solicitors  If there are any teachers, parents or children who have been affected by covid-19 in education settings within Australia and would like to participate in a class action please register.  #auspol   https://t.co/E6u3EYYWhk"
4662,imchaffie,ian mchaffie,If You Could Put COVID 19 on Trial LET&amp;apos;S OBSERVE - WITH SOME COMMON SENSE  https://t.co/0PDJYkjEwO @JohnMasonMSP @jasonleitch cartoon👍 your favourite public education vehicle
4663,mcrmelbourne22,MCR,"@YouAreLobbyLud People have never judged risks well, hence the education &amp; prevention programs on smoking, drink driving, melanoma etc.  This is a public health failure. Covid minimizing medical professionals have done enormous damage."
